date,region,category,amount,quantity,customer_id
2025-10-25,South,Food,123.68,4,78
2025-10-26,North,Food,188.43,7,10
2025-10-27,North,Clothing,170.04,4,67
2025-10-28,South,Books,109.69,2,38
2025-10-29,West,Electronics,223.78,4,29
2025-10-30,North,Food,73.66,7,15
2025-10-31,East,Books,61.19,5,87
2025-11-01,North,Clothing,48.36,5,23
2025-11-02,South,Electronics,66.3,2,82
2025-11-03,South,Books,14.4,6,46
2025-11-04,South,Electronics,117.33,1,83
2025-11-05,West,Electronics,198.56,6,28
2025-11-06,North,Electronics,203.14,3,26
2025-11-07,West,Food,18.97,1,10
2025-11-08,West,Food,58.47,4,47
2025-11-09,South,Clothing,169.41,7,4
2025-11-10,South,Clothing,103.74,4,55
2025-11-11,West,Books,156.07,3,66
2025-11-12,North,Clothing,33.41,3,67
2025-11-13,East,Electronics,210.83,3,7
2025-11-14,West,Electronics,29.34,4,55
2025-11-15,North,Food,135.63,8,80
2025-11-16,South,Electronics,136.93,1,31
2025-11-17,South,Books,61.68,4,74
2025-11-18,North,Electronics,131.36,4,19
2025-11-19,East,Electronics,169.61,5,28
2025-11-20,South,Books,163.1,4,81
2025-11-21,South,Clothing,57.21,4,28
2025-11-22,South,Clothing,56.42,4,19
2025-11-23,North,Books,69.67,4,87
2025-11-24,West,Food,58.45,8,20
2025-11-25,South,Electronics,186.12,3,13
2025-11-26,West,Books,70.66,3,77
2025-11-27,East,Electronics,129.03,4,43
2025-11-28,South,Food,152.56,4,11
2025-11-29,South,Electronics,48.55,5,48
2025-11-30,East,Books,28.27,3,15
2025-12-01,South,Electronics,47.68,4,17
2025-12-02,West,Clothing,121.47,4,54
2025-12-03,North,Food,122.02,4,50
2025-12-04,West,Food,120.13,3,28
2025-12-05,North,Food,98.82,4,83
2025-12-06,North,Books,5.94,2,4
2025-12-07,West,Food,103.45,6,22
2025-12-08,West,Clothing,174.98,5,86
2025-12-09,West,Books,205.58,4,39
2025-12-10,West,Clothing,101.15,5,34
2025-12-11,East,Electronics,114.19,4,97
2025-12-12,South,Electronics,156.23,4,44
2025-12-13,North,Electronics,251.49,5,42
2025-12-14,West,Electronics,85.73,4,40
2025-12-15,West,Clothing,130.7,5,97
2025-12-16,West,Books,62.92,3,12
2025-12-17,East,Books,36.09,6,2
2025-12-18,West,Food,62.91,5,28
2025-12-19,West,Clothing,286.14,3,74
2025-12-20,West,Electronics,147.22,4,86
2025-12-21,South,Clothing,42.31,5,81
2025-12-22,East,Food,194.79,5,90
2025-12-23,West,Food,36.21,5,67
2025-12-24,North,Clothing,122.73,6,71
2025-12-25,North,Clothing,45.35,3,72
2025-12-26,North,Clothing,31.06,4,84
2025-12-27,East,Books,321.62,4,76
2025-12-28,East,Electronics,90.25,4,99
2025-12-29,North,Clothing,171.94,3,81
2025-12-30,West,Clothing,121.45,4,92
2025-12-31,East,Clothing,40.67,3,10
2026-01-01,North,Food,74.86,7,86
2026-01-02,North,Food,46.84,5,57
2026-01-03,West,Books,420.43,3,97
2026-01-04,South,Electronics,193.58,2,86
2026-01-05,East,Books,96.27,5,37
2026-01-06,West,Electronics,128.9,5,77
2026-01-07,North,Food,207.33,3,91
2026-01-08,North,Food,149.66,7,64
2026-01-09,West,Food,201.34,4,79
2026-01-10,East,Books,190.05,1,86
2026-01-11,South,Clothing,125.84,4,94
2026-01-12,South,Clothing,304.03,2,40
2026-01-13,North,Food,121.71,3,98
2026-01-14,East,Clothing,124.19,4,60
2026-01-15,South,Clothing,108.78,3,98
2026-01-16,East,Books,123.5,4,48
2026-01-17,East,Electronics,22.04,4,99
2026-01-18,North,Food,48.8,3,19
2026-01-19,South,Food,93.27,6,72
2026-01-20,West,Books,18.53,2,33
2026-01-21,North,Books,108.58,4,44
2026-01-22,South,Clothing,141.29,4,92
2026-01-23,South,Food,28.16,4,37
2026-01-24,South,Electronics,72.69,5,89
2026-01-25,South,Books,264.15,5,36
2026-01-26,South,Electronics,176.12,2,81
2026-01-27,East,Electronics,153.13,5,88
2026-01-28,North,Food,251.16,3,21
2026-01-29,East,Food,41.52,2,2
2026-01-30,West,Books,36.16,4,31
2026-01-31,South,Food,168.0,5,97
2026-02-01,North,Food,113.47,1,30
2026-02-02,South,Food,60.16,5,76
2026-02-03,North,Electronics,19.13,4,44
2026-02-04,East,Books,105.91,5,12
2026-02-05,North,Clothing,99.08,1,51
2026-02-06,West,Electronics,70.21,3,49
2026-02-07,West,Food,9.42,7,24
2026-02-08,North,Electronics,238.33,5,24
2026-02-09,North,Food,22.4,5,60
2026-02-10,North,Food,100.22,3,11
2026-02-11,North,Electronics,78.32,2,13
2026-02-12,West,Books,181.33,3,91
2026-02-13,South,Food,19.63,4,72
2026-02-14,North,Books,156.4,3,74
2026-02-15,North,Clothing,124.77,5,72
2026-02-16,West,Food,61.81,4,64
2026-02-17,West,Books,152.85,4,20
2026-02-18,East,Books,108.91,2,72
2026-02-19,North,Clothing,318.8,4,73
2026-02-20,East,Books,81.49,5,71
2026-02-21,West,Books,49.26,4,78
2026-02-22,West,Clothing,131.01,3,28
2026-02-23,South,Food,87.12,3,2
2026-02-24,North,Books,93.0,5,43
2026-02-25,East,Books,33.96,2,8
2026-02-26,West,Books,176.86,5,13
2026-02-27,West,Electronics,62.71,2,85
2026-02-28,East,Clothing,104.75,3,92
2026-03-01,South,Electronics,325.64,2,35
2026-03-02,West,Clothing,89.1,2,23
2026-03-03,North,Food,201.16,3,46
2026-03-04,West,Food,73.8,5,15
2026-03-05,North,Books,65.69,4,2
2026-03-06,East,Clothing,235.34,5,61
2026-03-07,North,Food,14.36,3,76
2026-03-08,East,Clothing,244.2,4,64
2026-03-09,North,Food,11.52,6,52
2026-03-10,East,Electronics,191.37,6,36
2026-03-11,North,Food,84.83,4,67
2026-03-12,South,Electronics,37.13,5,69
2026-03-13,North,Food,67.45,5,67
2026-03-14,North,Books,137.84,4,47
2026-03-15,South,Electronics,377.72,3,83
2026-03-16,West,Food,21.42,4,2
2026-03-17,West,Books,48.08,4,44
2026-03-18,North,Electronics,25.64,6,64
2026-03-19,South,Books,82.32,4,81
2026-03-20,North,Clothing,210.58,3,78
2026-03-21,East,Clothing,30.21,5,28
2026-03-22,East,Electronics,84.64,5,91
2026-03-23,North,Food,223.56,2,54
2026-03-24,West,Electronics,76.04,6,74
2026-03-25,West,Books,124.15,3,67
2026-03-26,North,Food,239.1,2,36
2026-03-27,North,Clothing,32.65,3,63
2026-03-28,East,Food,13.77,6,25
2026-03-29,West,Clothing,137.48,5,86
2026-03-30,North,Food,126.24,6,48
2026-03-31,East,Food,81.21,5,39
2026-04-01,West,Food,56.41,2,47
2026-04-02,South,Books,91.69,3,94
2026-04-03,East,Books,42.09,2,21
2026-04-04,West,Electronics,35.61,5,30
2026-04-05,West,Electronics,170.88,3,92
2026-04-06,East,Clothing,39.12,3,31
2026-04-07,South,Books,20.59,4,26
2026-04-08,East,Clothing,65.34,5,22
2026-04-09,West,Electronics,76.02,3,21
2026-04-10,North,Clothing,156.57,4,1
2026-04-11,North,Electronics,74.25,5,37
2026-04-12,East,Books,244.5,3,77
2026-04-13,West,Food,89.01,4,85
2026-04-14,North,Books,46.91,3,46
2026-04-15,West,Clothing,125.71,6,9
2026-04-16,East,Clothing,280.15,8,17
2026-04-17,North,Books,174.83,5,47
2026-04-18,West,Books,24.76,3,85
2026-04-19,North,Electronics,61.42,1,95
2026-04-20,East,Clothing,137.19,4,59
2026-04-21,West,Clothing,149.81,4,54
2026-04-22,North,Books,96.02,3,86
2026-04-23,East,Food,82.2,2,12
2026-04-24,North,Clothing,305.99,8,64
2026-04-25,North,Food,143.16,5,6
2026-04-26,South,Books,118.98,8,53
2026-04-27,South,Books,73.96,5,16
2026-04-28,East,Electronics,44.62,3,90
2026-04-29,South,Clothing,152.42,3,5
2026-04-30,East,Food,151.87,5,73
2026-05-01,South,Electronics,99.65,3,46
2026-05-02,North,Clothing,183.36,6,14
2026-05-03,East,Electronics,190.11,5,44
2026-05-04,East,Books,159.96,1,63
2026-05-05,North,Clothing,18.74,1,94
2026-05-06,East,Electronics,84.55,5,52
2026-05-07,East,Electronics,141.41,3,26
2026-05-08,South,Food,97.61,3,53
2026-05-09,East,Electronics,137.96,6,29
2026-05-10,West,Clothing,144.25,4,19
2026-05-11,North,Clothing,10.4,5,47
2026-05-12,South,Food,260.44,1,8
2026-05-13,South,Clothing,71.95,3,23
2026-05-14,West,Books,49.19,4,35
2026-05-15,North,Clothing,179.51,4,95
2026-05-16,North,Clothing,165.48,3,53
2026-05-17,South,Electronics,224.43,4,99
2026-05-18,East,Electronics,132.13,3,96
2026-05-19,South,Clothing,73.69,3,58
2026-05-20,North,Food,104.1,5,5
2026-05-21,West,Electronics,34.55,5,16
2026-05-22,South,Food,26.58,2,17
2026-05-23,North,Clothing,51.32,5,32
2026-05-24,South,Clothing,246.77,2,96
2026-05-25,East,Books,79.63,6,52
2026-05-26,South,Electronics,17.8,2,20
2026-05-27,South,Clothing,93.26,5,66
2026-05-28,North,Books,75.74,4,84
2026-05-29,North,Electronics,267.01,3,82
2026-05-30,North,Clothing,279.14,3,1
2026-05-31,South,Clothing,83.52,2,58
2026-06-01,East,Electronics,117.85,3,93
2026-06-02,West,Electronics,123.99,2,93
2026-06-03,West,Electronics,96.39,4,83
2026-06-04,North,Clothing,92.64,2,44
2026-06-05,North,Clothing,49.32,2,6
2026-06-06,South,Books,13.83,3,50
2026-06-07,West,Food,39.02,6,72
2026-06-08,North,Electronics,102.75,7,88
2026-06-09,East,Clothing,21.72,3,20
2026-06-10,East,Clothing,125.63,4,14
2026-06-11,North,Electronics,118.36,6,5
2026-06-12,North,Food,71.29,6,41
2026-06-13,West,Electronics,92.24,1,40
2026-06-14,West,Food,35.11,4,34
2026-06-15,South,Clothing,186.48,4,80
2026-06-16,West,Food,201.28,2,45
2026-06-17,East,Books,38.0,2,71
2026-06-18,East,Clothing,32.63,1,80
2026-06-19,North,Books,37.51,4,71
2026-06-20,West,Electronics,141.92,3,27
2026-06-21,South,Electronics,131.08,2,78
2026-06-22,East,Electronics,223.59,7,78
2026-06-23,East,Food,262.09,1,44
2026-06-24,South,Clothing,20.23,2,33
2026-06-25,South,Electronics,128.74,4,33
2026-06-26,East,Electronics,265.26,3,44
2026-06-27,East,Clothing,67.01,3,20
2026-06-28,South,Electronics,101.4,7,36
2026-06-29,East,Books,93.83,4,7
2026-06-30,North,Clothing,95.47,2,32
2026-07-01,North,Clothing,155.24,4,67
2026-07-02,South,Clothing,262.24,5,39
2026-07-03,West,Books,219.07,1,93
2026-07-04,South,Clothing,70.97,3,24
2026-07-05,South,Books,129.16,2,86
2026-07-06,West,Clothing,47.23,4,70
2026-07-07,West,Food,60.98,6,88
2026-07-08,West,Electronics,111.49,5,87
2026-07-09,North,Food,46.08,3,54
2026-07-10,East,Electronics,63.98,4,38
2026-07-11,North,Books,134.15,4,74
2026-07-12,East,Food,135.06,6,80
2026-07-13,North,Clothing,135.77,2,75
2026-07-14,East,Electronics,154.86,5,32
2026-07-15,North,Electronics,38.04,1,45
2026-07-16,West,Food,60.6,3,61
2026-07-17,South,Books,110.82,3,70
2026-07-18,North,Food,236.92,2,88
2026-07-19,East,Books,411.48,5,97
2026-07-20,West,Books,138.02,6,53
2026-07-21,North,Electronics,171.56,3,51
2026-07-22,North,Food,25.57,5,76
2026-07-23,West,Food,184.45,5,56
2026-07-24,North,Books,370.0,3,27
2026-07-25,South,Food,50.71,3,38
2026-07-26,North,Clothing,76.65,4,62
2026-07-27,South,Clothing,153.64,4,18
2026-07-28,South,Food,98.4,4,64
2026-07-29,West,Food,10.99,5,77
2026-07-30,North,Books,76.61,6,30
2026-07-31,West,Clothing,291.25,5,49
2026-08-01,North,Clothing,77.62,5,41
2026-08-02,North,Electronics,89.03,3,13
2026-08-03,East,Books,174.27,3,34
2026-08-04,North,Electronics,147.83,6,94
2026-08-05,West,Clothing,78.2,3,25
2026-08-06,South,Books,59.98,2,66
2026-08-07,North,Food,668.3,3,18
2026-08-08,East,Books,216.38,5,5
2026-08-09,West,Food,125.6,3,19
2026-08-10,North,Food,160.09,5,42
2026-08-11,West,Books,112.08,2,18
2026-08-12,East,Food,126.43,4,32
2026-08-13,East,Electronics,71.51,6,21
2026-08-14,West,Clothing,46.28,5,10
2026-08-15,North,Food,137.04,2,37
2026-08-16,South,Electronics,69.93,3,49
2026-08-17,East,Food,150.84,3,86
2026-08-18,North,Clothing,193.3,8,13
2026-08-19,North,Electronics,144.4,3,55
2026-08-20,South,Clothing,43.21,4,17
2026-08-21,East,Clothing,71.05,4,9
2026-08-22,East,Electronics,69.48,7,88
2026-08-23,North,Electronics,235.74,3,44
2026-08-24,North,Electronics,190.52,3,78
2026-08-25,South,Books,54.2,3,46
2026-08-26,South,Electronics,34.09,2,8
2026-08-27,East,Electronics,437.89,4,37
2026-08-28,West,Electronics,151.64,6,19
2026-08-29,East,Electronics,22.97,5,63
2026-08-30,North,Food,73.07,5,92
2026-08-31,East,Books,247.27,4,46
2026-09-01,West,Clothing,402.48,3,94
2026-09-02,South,Electronics,401.58,5,71
2026-09-03,West,Food,119.51,4,26
2026-09-04,West,Food,103.5,4,46
2026-09-05,West,Food,43.61,2,46
2026-09-06,South,Clothing,114.87,5,75
2026-09-07,West,Electronics,45.47,4,14
2026-09-08,West,Books,69.76,2,85
2026-09-09,West,Books,161.57,2,63
2026-09-10,North,Food,82.62,2,72
2026-09-11,West,Clothing,70.77,3,3
2026-09-12,South,Clothing,109.56,4,28
2026-09-13,West,Clothing,433.82,4,29
2026-09-14,West,Books,31.08,4,87
2026-09-15,South,Food,131.18,2,18
2026-09-16,West,Electronics,332.45,4,35
2026-09-17,South,Books,114.81,3,77
2026-09-18,West,Food,244.68,2,76
2026-09-19,South,Food,28.02,2,47
2026-09-20,West,Electronics,99.37,2,5
2026-09-21,West,Electronics,52.87,5,75
2026-09-22,North,Electronics,82.44,4,59
2026-09-23,North,Clothing,103.4,3,75
2026-09-24,West,Electronics,126.7,3,59
2026-09-25,West,Food,180.89,4,47
2026-09-26,East,Electronics,7.08,3,95
